,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
30013,Manhattan,Private room,65,4,10,0.6,1,2
30014,Brooklyn,Private room,62,1,27,1.69,7,248
30015,Queens,Entire home/apt,60,4,2,0.19,1,0
30016,Manhattan,Private room,95,2,0,0.0,1,0
30017,Manhattan,Entire home/apt,225,7,10,0.78,1,279
30018,Queens,Private room,49,4,5,0.36,1,87
30020,Manhattan,Private room,100,1,28,1.66,3,270
30021,Manhattan,Entire home/apt,67,10,1,0.06,1,1
30022,Brooklyn,Private room,90,2,19,1.23,1,149
30023,Brooklyn,Private room,45,2,21,1.35,2,339
30025,Manhattan,Private room,112,4,14,0.9,2,1
30026,Manhattan,Entire home/apt,160,4,32,1.96,1,0
30027,Bronx,Private room,37,1,7,0.41,2,0
30028,Brooklyn,Entire home/apt,104,4,10,0.73,1,98
30029,Manhattan,Private room,95,2,56,3.33,1,54
30030,Bronx,Private room,80,3,20,1.18,2,36
30031,Manhattan,Entire home/apt,115,2,3,0.22,1,1
30032,Brooklyn,Entire home/apt,148,4,26,1.68,2,92
30033,Brooklyn,Entire home/apt,75,2,6,0.37,1,0
30034,Brooklyn,Entire home/apt,173,2,3,0.26,1,0
30035,Bronx,Private room,65,2,5,0.3,1,0
30036,Queens,Entire home/apt,75,3,13,0.78,1,1
30038,Manhattan,Entire home/apt,160,2,0,0.0,1,0
30040,Manhattan,Entire home/apt,169,1,1,0.18,1,180
30041,Brooklyn,Private room,60,4,10,0.58,1,88
30042,Brooklyn,Entire home/apt,84,3,38,2.36,3,0
30043,Manhattan,Entire home/apt,115,4,26,1.66,1,16
30044,Queens,Entire home/apt,106,4,57,3.73,2,113
30045,Brooklyn,Entire home/apt,100,10,11,0.67,1,0
30046,Queens,Private room,100,1,3,0.41,1,0
30047,Brooklyn,Private room,50,2,58,3.44,1,52
30048,Brooklyn,Entire home/apt,55,4,8,0.53,1,0
30049,Queens,Entire home/apt,120,3,59,3.49,1,52
30050,Brooklyn,Entire home/apt,120,1,59,3.69,1,22
30051,Manhattan,Entire home/apt,127,5,30,2.0,1,32
30052,Manhattan,Entire home/apt,160,3,36,2.14,3,266
30053,Manhattan,Entire home/apt,200,3,2,0.14,2,0
30054,Brooklyn,Entire home/apt,117,2,14,0.82,1,0
30056,Brooklyn,Entire home/apt,76,10,1,0.06,1,41
30057,Manhattan,Private room,30,5,2,0.14,1,0
30058,Brooklyn,Private room,40,1,10,0.58,2,0
30059,Manhattan,Private room,92,1,0,0.0,1,0
30060,Brooklyn,Entire home/apt,175,5,0,0.0,1,0
30061,Brooklyn,Entire home/apt,200,1,0,0.0,2,0
30062,Staten Island,Entire home/apt,50,10,0,0.0,3,0
30063,Manhattan,Entire home/apt,180,3,31,1.98,2,4
30064,Brooklyn,Entire home/apt,100,3,0,0.0,1,0
30065,Manhattan,Entire home/apt,117,5,1,0.08,1,0
30066,Manhattan,Entire home/apt,130,10,4,0.38,1,35
30067,Queens,Private room,59,1,24,1.43,1,5
30068,Brooklyn,Entire home/apt,94,3,5,0.3,1,0
30069,Queens,Entire home/apt,63,3,0,0.0,1,0
30070,Brooklyn,Private room,55,2,5,0.3,1,0
30071,Queens,Entire home/apt,69,2,1,0.06,1,0
30072,Queens,Private room,80,1,73,4.57,2,30
30073,Bronx,Shared room,20,1,9,0.53,1,0
30074,Brooklyn,Private room,40,3,51,3.0,2,51
30075,Manhattan,Entire home/apt,127,1,1,0.08,1,0
30076,Manhattan,Private room,63,7,4,0.39,1,31
30077,Brooklyn,Private room,95,1,22,1.33,1,36
30078,Manhattan,Private room,75,1,1,0.06,1,88
30079,Queens,Private room,50,2,1,0.06,1,0
30081,Manhattan,Private room,80,1,0,0.0,1,0
30082,Queens,Private room,40,1,2,0.13,2,169
30083,Manhattan,Entire home/apt,145,10,2,0.13,1,0
30084,Manhattan,Entire home/apt,135,10,5,0.37,11,122
30085,Queens,Private room,44,1,78,4.62,2,116
30086,Brooklyn,Private room,70,10,5,0.3,1,0
30087,Brooklyn,Private room,47,1,0,0.0,1,0
30088,Brooklyn,Private room,42,2,89,5.54,2,4
30089,Manhattan,Shared room,33,10,2,0.18,4,320
30090,Brooklyn,Private room,70,1,18,1.07,1,362
30092,Manhattan,Private room,85,3,0,0.0,1,0
30093,Manhattan,Private room,90,1,0,0.0,3,0
30094,Manhattan,Private room,120,1,0,0.0,3,0
30095,Manhattan,Entire home/apt,100,6,5,0.31,1,0
30096,Manhattan,Entire home/apt,145,5,5,0.3,1,0
30097,Brooklyn,Private room,75,2,17,1.07,1,115
30099,Manhattan,Entire home/apt,150,3,27,1.79,1,320
30100,Manhattan,Private room,65,2,25,1.5,1,30
30101,Manhattan,Entire home/apt,159,1,77,5.3,1,50
30102,Brooklyn,Private room,65,2,8,0.52,2,8
30103,Manhattan,Private room,159,1,0,0.0,4,269
30104,Brooklyn,Entire home/apt,200,5,1,1.0,1,0
30105,Queens,Private room,60,1,44,2.57,1,84
30106,Queens,Private room,46,1,2,0.16,1,96
30107,Manhattan,Entire home/apt,150,5,0,0.0,1,13
30108,Brooklyn,Entire home/apt,69,3,7,0.41,1,0
30109,Brooklyn,Private room,26,2,0,0.0,1,0
30110,Brooklyn,Entire home/apt,190,2,5,0.32,2,5
30111,Brooklyn,Private room,50,10,0,0.0,2,0
30112,Brooklyn,Private room,65,7,0,0.0,3,59
30113,Brooklyn,Private room,80,2,0,0.0,2,0
30114,Brooklyn,Entire home/apt,125,2,48,3.0,1,48
30115,Staten Island,Entire home/apt,71,2,30,1.8,1,306
30116,Brooklyn,Entire home/apt,150,4,82,4.86,1,331
30117,Queens,Entire home/apt,80,5,51,3.23,1,57
30118,Brooklyn,Entire home/apt,70,10,10,0.62,3,183
30119,Manhattan,Entire home/apt,80,5,15,0.93,1,46
30120,Brooklyn,Private room,43,2,39,2.31,2,0
30121,Manhattan,Entire home/apt,210,1,108,6.4,3,216
30122,Brooklyn,Entire home/apt,133,3,2,0.15,1,0
30123,Brooklyn,Private room,50,1,1,0.06,1,0
30124,Queens,Entire home/apt,100,10,2,0.17,1,132
30125,Manhattan,Private room,47,2,83,4.97,2,48
30126,Manhattan,Private room,99,3,35,2.22,1,162
30127,Brooklyn,Entire home/apt,150,4,42,2.69,1,244
30128,Brooklyn,Private room,50,6,0,0.0,1,100
30129,Manhattan,Shared room,80,1,1,0.06,1,170
30130,Brooklyn,Entire home/apt,200,1,0,0.0,1,0
30131,Bronx,Private room,47,5,33,1.96,1,176
30132,Brooklyn,Private room,44,3,9,0.54,2,0
30133,Brooklyn,Private room,67,3,16,1.11,2,307
30134,Queens,Private room,60,2,25,1.54,7,14
30135,Brooklyn,Private room,50,1,33,2.29,1,0
30136,Staten Island,Entire home/apt,245,2,37,2.28,1,216
30137,Brooklyn,Private room,29,1,65,3.88,1,5
30138,Brooklyn,Entire home/apt,180,7,1,0.09,1,0
30139,Manhattan,Entire home/apt,189,1,40,2.37,1,73
30140,Brooklyn,Private room,41,1,82,5.0,1,30
30141,Queens,Private room,60,2,26,2.49,1,112
30142,Brooklyn,Entire home/apt,120,2,45,2.79,1,19
30143,Manhattan,Entire home/apt,123,2,6,0.38,1,34
30145,Brooklyn,Entire home/apt,125,3,1,0.16,1,0
30146,Queens,Private room,30,3,13,0.84,2,65
30147,Bronx,Private room,54,1,16,0.99,1,69
30148,Brooklyn,Entire home/apt,75,3,9,0.54,1,280
30149,Manhattan,Entire home/apt,92,7,9,0.53,1,4
30150,Brooklyn,Entire home/apt,130,5,61,3.84,2,185
30151,Brooklyn,Private room,55,2,2,0.13,1,0
30152,Brooklyn,Private room,35,3,4,0.24,1,0
30153,Brooklyn,Entire home/apt,75,4,2,0.12,1,0
30154,Manhattan,Private room,50,3,0,0.0,1,0
30155,Manhattan,Entire home/apt,180,1,72,4.67,3,223
30156,Brooklyn,Entire home/apt,89,1,113,6.7,1,13
30157,Manhattan,Private room,93,1,27,1.69,3,190
30159,Queens,Entire home/apt,85,10,4,0.31,15,232
30160,Manhattan,Private room,80,1,54,3.74,3,180
30161,Brooklyn,Entire home/apt,150,4,6,0.63,1,11
30162,Brooklyn,Private room,100,1,7,0.46,1,0
30163,Manhattan,Shared room,35,10,0,0.0,28,322
30164,Brooklyn,Entire home/apt,175,2,92,5.47,1,96
30165,Brooklyn,Entire home/apt,113,3,4,0.25,2,0
30166,Manhattan,Private room,69,2,45,2.75,2,0
30167,Brooklyn,Private room,50,4,36,2.19,2,316
30168,Manhattan,Entire home/apt,105,4,8,0.5,1,0
30169,Queens,Private room,55,1,72,4.27,2,29
30170,Brooklyn,Entire home/apt,100,10,0,0.0,1,0
30171,Queens,Entire home/apt,109,2,68,4.02,1,54
30173,Brooklyn,Private room,150,2,0,0.0,1,363
30174,Brooklyn,Entire home/apt,125,2,3,0.19,3,0
30175,Bronx,Private room,34,1,2,0.12,2,5
30177,Brooklyn,Private room,68,2,64,3.89,6,177
30179,Brooklyn,Entire home/apt,200,10,19,1.17,2,179
30180,Manhattan,Entire home/apt,200,2,2,0.13,1,0
30181,Brooklyn,Entire home/apt,125,10,11,1.29,2,190
30182,Queens,Entire home/apt,199,2,39,2.48,2,0
30183,Brooklyn,Private room,68,10,5,0.53,1,258
30184,Brooklyn,Entire home/apt,37,4,2,0.13,1,0
30185,Brooklyn,Entire home/apt,60,3,8,0.49,1,0
30187,Brooklyn,Entire home/apt,87,2,70,4.25,1,54
30189,Brooklyn,Entire home/apt,160,2,9,0.56,1,157
30190,Manhattan,Entire home/apt,145,2,3,0.2,1,0
30191,Staten Island,Private room,40,5,1,0.07,1,87
30192,Brooklyn,Private room,50,4,24,1.69,2,311
30193,Manhattan,Shared room,60,1,34,2.01,4,363
30194,Brooklyn,Private room,40,7,0,0.0,1,365
30195,Queens,Private room,70,1,2,0.15,1,0
30196,Manhattan,Entire home/apt,100,3,2,0.12,2,0
30197,Manhattan,Entire home/apt,172,4,27,1.75,1,42
30198,Manhattan,Private room,75,1,1,0.07,2,0
30199,Manhattan,Entire home/apt,118,1,7,0.42,1,0
30200,Manhattan,Entire home/apt,240,1,66,4.09,1,83
30201,Bronx,Private room,73,2,31,1.83,2,39
30202,Brooklyn,Private room,58,2,0,0.0,2,0
30203,Staten Island,Private room,60,3,90,5.49,1,0
30204,Queens,Shared room,34,1,45,2.66,3,348
30205,Queens,Entire home/apt,60,6,11,0.66,11,299
30206,Brooklyn,Entire home/apt,125,6,11,0.66,1,0
30207,Manhattan,Private room,79,1,0,0.0,1,0
30208,Manhattan,Private room,55,2,25,1.57,1,0
30209,Manhattan,Private room,165,4,53,3.24,1,0
30210,Brooklyn,Private room,45,1,2,0.12,1,0
30211,Manhattan,Private room,70,2,8,0.49,1,156
30212,Queens,Entire home/apt,93,2,70,4.24,1,89
30213,Queens,Private room,49,1,2,0.31,1,0
30214,Queens,Entire home/apt,65,10,1,0.06,1,0
30215,Manhattan,Private room,140,3,27,1.69,1,348
30217,Manhattan,Private room,100,1,8,0.49,1,0
30218,Manhattan,Private room,125,1,7,0.43,1,297
30220,Queens,Private room,120,2,3,0.21,1,0
30221,Brooklyn,Private room,75,1,133,7.87,3,336
30222,Brooklyn,Shared room,75,1,25,1.69,1,270
30223,Queens,Shared room,30,1,51,3.02,3,140
30224,Manhattan,Entire home/apt,127,4,7,0.43,2,3
30225,Brooklyn,Private room,60,3,46,2.88,3,0
30226,Staten Island,Entire home/apt,165,2,51,3.25,1,0
30227,Brooklyn,Private room,59,5,1,0.1,2,48
30228,Brooklyn,Private room,100,1,0,0.0,1,0
30229,Brooklyn,Entire home/apt,105,2,45,3.98,1,74
30230,Brooklyn,Private room,58,1,10,0.63,8,179
30231,Manhattan,Entire home/apt,125,10,10,0.64,1,0
30232,Queens,Shared room,30,1,36,2.29,3,140
30233,Queens,Shared room,30,1,41,2.48,3,145
30234,Manhattan,Entire home/apt,146,7,3,0.21,1,353
30235,Brooklyn,Private room,52,3,23,1.37,13,90
30236,Manhattan,Private room,35,10,1,0.11,2,267
30237,Brooklyn,Private room,62,1,0,0.0,1,0
30238,Brooklyn,Private room,43,2,0,0.0,1,0
30239,Brooklyn,Private room,32,1,8,0.48,1,0
30240,Brooklyn,Private room,88,1,58,3.55,4,50
30241,Brooklyn,Private room,80,3,0,0.0,2,140
30242,Manhattan,Entire home/apt,149,3,15,0.92,1,120
30243,Manhattan,Entire home/apt,169,10,48,3.27,1,325
30244,Queens,Private room,85,2,3,0.18,1,89
30246,Manhattan,Private room,60,2,2,0.12,1,0
30247,Brooklyn,Entire home/apt,100,3,6,0.43,1,3
30248,Brooklyn,Private room,50,3,1,0.06,2,0
30249,Brooklyn,Private room,35,1,17,1.13,3,0
30250,Brooklyn,Entire home/apt,99,2,21,1.31,1,26
30251,Manhattan,Shared room,75,1,40,2.39,2,24
30252,Manhattan,Private room,60,1,61,3.67,1,45
30253,Queens,Private room,46,2,31,1.92,1,51
30254,Brooklyn,Entire home/apt,175,4,44,2.66,1,249
30255,Queens,Entire home/apt,120,1,35,2.18,1,356
30256,Manhattan,Entire home/apt,179,2,37,2.32,1,333
30258,Manhattan,Entire home/apt,120,4,10,0.6,1,4
30261,Brooklyn,Private room,69,5,6,0.51,1,0
30262,Manhattan,Private room,98,1,19,1.25,1,0
30263,Brooklyn,Private room,100,2,0,0.0,1,0
30264,Manhattan,Entire home/apt,117,1,4,0.24,1,0
30265,Brooklyn,Entire home/apt,115,2,39,2.41,1,90
30266,Brooklyn,Private room,45,5,1,0.06,1,0
30267,Manhattan,Private room,149,2,5,0.3,2,0
30269,Brooklyn,Entire home/apt,175,7,0,0.0,1,0
30270,Brooklyn,Private room,80,10,0,0.0,1,0
30271,Queens,Entire home/apt,125,1,16,0.98,1,0
30272,Manhattan,Entire home/apt,125,2,24,1.63,1,188
30273,Brooklyn,Private room,99,2,31,1.9,2,0
30274,Manhattan,Private room,115,6,2,0.22,3,90
30275,Brooklyn,Entire home/apt,96,4,0,0.0,1,0
30276,Brooklyn,Private room,150,5,1,0.39,1,0
30277,Manhattan,Private room,67,3,7,0.43,1,0
30278,Brooklyn,Entire home/apt,225,2,32,2.31,1,56
30279,Queens,Private room,36,1,0,0.0,1,0
30280,Manhattan,Private room,62,4,7,0.43,1,0
30281,Brooklyn,Private room,35,1,6,0.37,1,0
30282,Brooklyn,Entire home/apt,175,6,2,0.13,1,67
30283,Manhattan,Shared room,32,10,0,0.0,4,341
30284,Manhattan,Private room,39,1,26,1.62,2,10
30285,Manhattan,Private room,60,2,5,0.31,1,0
30286,Manhattan,Private room,110,3,71,4.39,2,37
30287,Brooklyn,Private room,47,1,1,0.06,1,0
30288,Brooklyn,Private room,59,5,0,0.0,2,67
30289,Brooklyn,Private room,30,3,1,0.09,1,0
30290,Brooklyn,Entire home/apt,139,3,21,1.49,1,344
30291,Brooklyn,Private room,70,1,42,2.5,3,15
30292,Manhattan,Entire home/apt,110,3,4,0.25,1,0
30293,Manhattan,Private room,81,5,24,1.48,1,164
30294,Brooklyn,Private room,85,2,2,0.12,1,0
30295,Manhattan,Entire home/apt,68,3,64,3.92,1,13
30296,Brooklyn,Entire home/apt,95,2,50,3.13,1,54
30297,Brooklyn,Private room,80,2,2,0.17,1,0
30299,Manhattan,Private room,60,2,3,0.18,1,0
30301,Manhattan,Private room,80,3,0,0.0,1,0
30302,Manhattan,Entire home/apt,66,5,8,0.48,1,0
30303,Brooklyn,Entire home/apt,200,6,3,0.27,1,1
30304,Manhattan,Private room,50,1,0,0.0,1,0
30305,Manhattan,Private room,95,5,20,1.42,2,104
30306,Brooklyn,Shared room,29,1,3,0.18,1,0
30307,Brooklyn,Private room,60,4,0,0.0,1,22
30308,Queens,Entire home/apt,90,4,0,0.0,1,0
30309,Manhattan,Entire home/apt,240,10,2,0.14,6,156
30310,Brooklyn,Entire home/apt,162,2,3,0.24,1,0
30311,Queens,Private room,46,2,26,1.65,6,180
30312,Staten Island,Private room,31,7,3,0.19,1,357
30313,Queens,Private room,100,2,21,1.86,1,32
30314,Brooklyn,Entire home/apt,159,3,12,0.78,2,285
30315,Brooklyn,Private room,50,2,0,0.0,1,0
30316,Brooklyn,Entire home/apt,70,2,1,0.06,1,0
30317,Brooklyn,Private room,35,1,1,0.07,1,0
30318,Brooklyn,Private room,59,2,10,0.62,1,27
30319,Brooklyn,Entire home/apt,150,2,13,0.94,1,282
30320,Queens,Private room,80,1,4,0.28,2,78
30321,Manhattan,Entire home/apt,200,3,81,5.8,1,189
30322,Manhattan,Entire home/apt,225,6,22,1.36,1,17
30323,Manhattan,Entire home/apt,225,10,1,0.09,6,240
30324,Queens,Entire home/apt,100,2,45,2.89,1,269
30325,Brooklyn,Private room,96,3,38,2.31,1,25
30326,Queens,Private room,60,1,22,1.37,7,73
30327,Queens,Private room,60,1,14,0.88,7,64
30329,Manhattan,Entire home/apt,145,10,18,1.13,1,155
30331,Queens,Private room,75,2,4,0.29,1,0
30332,Brooklyn,Private room,80,1,14,0.87,1,2
30333,Brooklyn,Entire home/apt,155,1,16,1.04,1,14
30334,Manhattan,Entire home/apt,100,10,5,0.34,8,229
30335,Brooklyn,Entire home/apt,150,6,0,0.0,1,0
30336,Brooklyn,Entire home/apt,120,2,89,5.59,1,35
30337,Manhattan,Entire home/apt,225,2,8,0.48,1,209
30338,Manhattan,Entire home/apt,175,3,4,0.26,1,0
30339,Manhattan,Private room,75,3,21,1.47,3,138
30340,Manhattan,Private room,89,6,5,0.31,3,90
30341,Brooklyn,Private room,55,10,0,0.0,1,0
30342,Manhattan,Private room,100,7,0,0.0,1,0
30343,Queens,Private room,60,1,112,7.55,2,84
30344,Queens,Private room,60,1,83,5.11,6,171
30345,Manhattan,Shared room,77,1,0,0.0,1,350
30346,Brooklyn,Private room,50,1,0,0.0,1,0
30348,Manhattan,Private room,80,4,1,0.06,1,365
30349,Brooklyn,Private room,43,1,58,3.65,6,152
30350,Manhattan,Private room,99,3,3,0.19,1,0
30351,Brooklyn,Private room,43,1,35,2.15,6,155
30352,Brooklyn,Private room,43,1,33,2.04,6,170
30353,Staten Island,Entire home/apt,60,3,81,5.09,3,272
30354,Brooklyn,Private room,52,2,4,0.24,1,0
30355,Brooklyn,Entire home/apt,110,1,38,2.31,1,0
30356,Manhattan,Private room,60,2,16,1.0,1,363
30357,Brooklyn,Shared room,26,2,8,0.48,2,0
30358,Queens,Private room,46,2,22,1.36,6,180
30359,Brooklyn,Entire home/apt,200,3,29,3.33,1,50
30360,Manhattan,Entire home/apt,150,5,13,0.8,1,0
30361,Manhattan,Private room,80,4,34,2.24,2,20
30362,Bronx,Private room,65,2,2,0.13,2,135
30363,Manhattan,Entire home/apt,130,4,17,1.1,1,0
30364,Manhattan,Private room,90,3,2,0.63,2,339
30365,Manhattan,Shared room,75,1,69,4.21,6,167
30366,Brooklyn,Private room,40,3,3,0.18,4,89
30367,Queens,Private room,47,3,0,0.0,1,0
30369,Brooklyn,Entire home/apt,150,2,68,4.27,2,32
30370,Brooklyn,Entire home/apt,110,3,7,0.42,1,38
30371,Brooklyn,Private room,101,1,5,0.34,1,90
30372,Queens,Entire home/apt,135,2,68,4.27,1,89
30373,Brooklyn,Private room,55,1,18,1.11,1,19
30374,Queens,Private room,51,2,60,3.93,5,125
30375,Queens,Private room,39,2,59,3.7,5,157
30376,Queens,Private room,37,2,66,4.06,5,150
30377,Queens,Private room,37,2,34,2.07,5,126
30378,Queens,Private room,37,2,32,1.96,5,126
30379,Queens,Private room,75,2,85,5.56,2,349
30380,Brooklyn,Private room,25,1,0,0.0,1,0
30381,Manhattan,Entire home/apt,130,2,77,4.7,1,85
30383,Queens,Private room,150,4,0,0.0,1,0
30384,Queens,Private room,89,1,42,2.57,1,5
30385,Brooklyn,Entire home/apt,220,1,0,0.0,1,0
30386,Brooklyn,Entire home/apt,175,3,21,1.3,1,160
30387,Manhattan,Private room,36,1,1,0.07,3,0
30388,Queens,Private room,49,1,3,0.19,5,35
30389,Queens,Entire home/apt,135,10,0,0.0,2,159
30390,Brooklyn,Entire home/apt,84,10,7,0.44,26,156
30391,Queens,Private room,60,2,35,2.17,1,205
30392,Manhattan,Entire home/apt,170,4,47,3.09,1,320
30393,Manhattan,Entire home/apt,126,3,52,3.27,1,35
30394,Brooklyn,Private room,100,1,2,0.13,2,20
30395,Manhattan,Private room,55,1,2,0.13,1,341
30396,Manhattan,Entire home/apt,159,2,10,0.7,1,17
30397,Brooklyn,Private room,90,2,16,1.0,2,20
30398,Brooklyn,Entire home/apt,90,2,41,2.75,1,0
30399,Queens,Private room,30,2,57,3.54,6,254
30403,Brooklyn,Private room,70,3,2,0.32,1,223
30404,Bronx,Private room,80,2,32,2.07,3,17
30405,Manhattan,Entire home/apt,150,4,21,1.46,2,5
30406,Bronx,Private room,80,2,29,1.81,3,17
30407,Manhattan,Private room,83,1,75,4.57,1,44
30408,Brooklyn,Private room,80,2,0,0.0,1,0
30409,Queens,Shared room,50,1,25,1.56,1,5
30410,Brooklyn,Private room,60,3,0,0.0,1,0
30411,Queens,Private room,40,1,14,0.9,1,0
30412,Manhattan,Entire home/apt,165,7,2,0.17,2,105
30413,Brooklyn,Entire home/apt,130,7,11,1.3,1,1
30414,Brooklyn,Private room,65,10,6,0.42,2,0
30415,Brooklyn,Private room,50,10,4,0.25,1,0
30416,Brooklyn,Entire home/apt,60,3,61,3.73,2,127
30417,Brooklyn,Private room,42,5,1,0.07,1,0
30418,Manhattan,Entire home/apt,158,1,46,2.88,1,106
30419,Manhattan,Entire home/apt,174,2,0,0.0,1,0
30420,Queens,Entire home/apt,65,2,15,1.02,1,27
30422,Brooklyn,Entire home/apt,110,1,59,3.7,1,248
30423,Brooklyn,Entire home/apt,145,2,66,4.85,1,158
30424,Brooklyn,Private room,77,2,6,0.38,2,89
30425,Brooklyn,Private room,99,2,8,0.53,2,179
30426,Manhattan,Private room,89,3,7,0.68,5,213
30427,Manhattan,Private room,98,5,30,1.97,2,23
30429,Manhattan,Shared room,75,1,53,3.25,6,172
30430,Manhattan,Shared room,70,1,50,3.07,6,362
30431,Brooklyn,Private room,68,2,69,4.26,6,196
30433,Brooklyn,Private room,40,1,2,0.22,1,0
30434,Brooklyn,Entire home/apt,75,6,30,1.84,1,0
30435,Brooklyn,Private room,50,1,0,0.0,1,0
30436,Manhattan,Entire home/apt,200,3,21,1.46,1,124
30438,Bronx,Private room,50,3,18,1.16,2,326
30439,Brooklyn,Entire home/apt,175,2,50,3.18,1,173
30440,Brooklyn,Entire home/apt,125,3,25,1.57,1,348
30441,Manhattan,Entire home/apt,96,1,32,2.03,1,2
30443,Manhattan,Entire home/apt,135,10,4,0.28,1,171
30444,Brooklyn,Entire home/apt,140,6,3,0.19,1,0
30445,Brooklyn,Private room,45,2,10,0.61,1,0
30446,Brooklyn,Private room,75,2,2,0.13,2,7
30447,Manhattan,Entire home/apt,220,4,17,1.06,1,208
30448,Manhattan,Entire home/apt,186,3,4,0.24,1,0
30449,Brooklyn,Private room,70,2,23,1.58,1,53
30450,Manhattan,Entire home/apt,175,7,12,1.01,1,2
30451,Brooklyn,Private room,55,2,5,0.31,1,0
30452,Queens,Entire home/apt,95,5,29,1.81,1,120
30455,Manhattan,Entire home/apt,125,2,8,0.5,1,176
30456,Manhattan,Entire home/apt,150,2,12,0.8,1,0
30457,Queens,Private room,65,3,31,2.21,2,41
30458,Brooklyn,Private room,43,1,12,0.76,2,47
30461,Queens,Private room,65,1,119,7.79,1,0
30462,Manhattan,Entire home/apt,85,1,2,0.12,1,188
30463,Manhattan,Private room,120,7,2,0.19,1,31
30464,Manhattan,Entire home/apt,165,6,10,0.65,1,43
30465,Brooklyn,Private room,39,7,4,0.45,1,0
30466,Manhattan,Private room,39,5,0,0.0,1,0
30467,Brooklyn,Private room,40,1,12,0.74,2,0
30469,Brooklyn,Entire home/apt,140,2,59,3.68,1,77
30470,Brooklyn,Private room,60,2,12,0.73,1,0
30472,Manhattan,Entire home/apt,200,3,0,0.0,1,0
30473,Queens,Entire home/apt,135,2,57,3.52,1,0
30474,Queens,Entire home/apt,120,3,2,1.5,1,180
30475,Brooklyn,Private room,48,3,0,0.0,1,0
30476,Queens,Entire home/apt,200,1,54,3.38,2,338
30477,Manhattan,Private room,55,1,39,2.37,2,153
30478,Brooklyn,Entire home/apt,86,1,154,9.53,2,311
30479,Manhattan,Entire home/apt,130,2,3,0.2,2,300
30480,Brooklyn,Entire home/apt,112,3,43,2.63,1,29
30481,Brooklyn,Private room,70,1,66,4.07,1,144
30483,Brooklyn,Entire home/apt,150,2,8,0.52,2,11
30484,Manhattan,Entire home/apt,175,3,24,1.48,1,0
30486,Manhattan,Entire home/apt,150,10,0,0.0,1,0
30487,Brooklyn,Private room,65,1,69,4.4,1,0
30488,Bronx,Entire home/apt,85,2,83,5.19,1,329
30489,Staten Island,Entire home/apt,57,1,0,0.0,1,0
30490,Manhattan,Private room,46,10,12,0.82,4,0
30491,Queens,Entire home/apt,190,2,65,4.05,1,259
30492,Manhattan,Private room,70,3,1,0.26,2,358
30493,Brooklyn,Private room,60,1,0,0.0,1,0
30494,Manhattan,Entire home/apt,125,3,3,0.19,1,0
30495,Brooklyn,Entire home/apt,175,4,2,0.15,1,0
30496,Manhattan,Private room,100,3,10,0.62,3,361
30497,Manhattan,Entire home/apt,245,10,12,0.75,1,13
30498,Brooklyn,Entire home/apt,68,3,19,1.23,1,28
30499,Brooklyn,Entire home/apt,85,6,7,0.43,1,0
30500,Brooklyn,Entire home/apt,95,1,8,0.52,2,6
30501,Manhattan,Private room,110,5,6,0.37,1,0
30502,Brooklyn,Private room,74,1,20,1.31,4,162
30503,Manhattan,Private room,53,10,2,0.46,2,61
30504,Manhattan,Private room,45,1,1,0.07,4,90
30505,Brooklyn,Private room,125,3,1,0.06,3,1
30506,Manhattan,Private room,95,1,78,4.79,1,5
30507,Brooklyn,Private room,45,3,17,1.04,1,16
30510,Brooklyn,Entire home/apt,148,3,20,1.27,1,0
30511,Queens,Private room,55,4,2,0.65,5,89
30512,Bronx,Private room,47,3,14,0.89,1,197
30514,Manhattan,Entire home/apt,115,7,5,0.32,1,0
30515,Brooklyn,Private room,55,2,1,0.06,1,0
30516,Brooklyn,Entire home/apt,140,1,30,2.18,2,4
30517,Bronx,Entire home/apt,240,1,22,1.4,3,1
30518,Manhattan,Entire home/apt,140,10,0,0.0,1,331
30519,Queens,Private room,120,1,3,0.29,1,322
30520,Brooklyn,Entire home/apt,200,10,6,0.41,1,266
30521,Brooklyn,Shared room,50,1,0,0.0,1,0
30522,Brooklyn,Private room,49,10,5,0.34,2,163
30523,Brooklyn,Entire home/apt,175,2,0,0.0,1,0
30524,Manhattan,Entire home/apt,180,4,0,0.0,1,0
30525,Queens,Private room,70,1,41,2.76,1,67
30527,Manhattan,Entire home/apt,199,2,69,4.23,1,112
30528,Manhattan,Entire home/apt,194,1,19,1.23,1,177
30530,Manhattan,Private room,105,2,38,2.38,1,300
30531,Manhattan,Private room,70,1,1,0.07,1,0
30532,Brooklyn,Private room,50,1,0,0.0,1,0
30533,Manhattan,Entire home/apt,187,3,12,0.86,3,6
30535,Manhattan,Private room,53,3,1,0.06,1,0
30536,Brooklyn,Private room,50,3,0,0.0,2,86
30537,Brooklyn,Entire home/apt,100,5,1,0.06,1,0
30538,Brooklyn,Private room,65,2,9,0.56,1,0
30539,Manhattan,Private room,110,2,29,2.02,2,117
30540,Brooklyn,Private room,36,2,11,0.68,1,0
